Time,Open,High,Low,Last,Change,%Chg,Volume
02/14/2024,16872.89,16957.78,16857.34,16945.48,64.65,+0.38%,0
02/13/2024,16987.09,16991.61,16831.53,16880.83,-156.52,-0.92%,0
02/12/2024,16975.99,17042.74,16958.8,17037.35,110.85,+0.65%,0
02/09/2024,16973.58,16993.12,16876.36,16926.5,-37.33,-0.22%,0
02/08/2024,16936.14,17029.54,16889.13,16963.83,41.87,+0.25%,0
02/07/2024,17020.77,17021.55,16907.15,16921.96,-111.28,-0.65%,0
02/06/2024,16965.89,17049.52,16871.32,17033.24,129.18,+0.76%,0
02/05/2024,16925.97,16972.62,16859,16904.06,-14.15,-0.08%,0
02/02/2024,16977.75,17004.55,16894.67,16918.21,59.17,+0.35%,0
02/01/2024,16834.13,16915.92,16821.6,16859.04,-44.72,-0.26%,0
01/31/2024,16972.47,16991.84,16884.87,16903.76,-68.58,-0.40%,0
01/30/2024,16991.37,16999.58,16946.56,16972.34,30.63,+0.18%,0
01/29/2024,16925.39,16941.71,16860.05,16941.71,-19.68,-0.12%,0
01/26/2024,16879.01,16967.72,16849.31,16961.39,54.47,+0.32%,0
01/25/2024,16849.76,16916.6,16785.69,16906.92,17,+0.10%,0
01/24/2024,16793.27,16921.41,16760.92,16889.92,262.83,+1.58%,0
01/23/2024,16753.09,16753.09,16626.59,16627.09,-56.27,-0.34%,0
01/22/2024,16684.1,16705.49,16607.72,16683.36,128.23,+0.77%,0
01/19/2024,16626.53,16647.85,16513.46,16555.13,-12.22,-0.07%,0
01/18/2024,16440.66,16579.12,16421.2,16567.35,135.66,+0.83%,0
01/17/2024,16400.42,16435.68,16345.02,16431.69,-139.99,-0.84%,0
01/16/2024,16497.54,16581.93,16476.09,16571.68,-50.54,-0.30%,0
01/15/2024,16723.24,16736.16,16609.22,16622.22,-82.34,-0.49%,0
01/12/2024,16649.45,16752.24,16608,16704.56,157.53,+0.95%,0
01/11/2024,16775.92,16839.49,16541.38,16547.03,-142.78,-0.86%,0
01/10/2024,16703.12,16753.69,16654.99,16689.81,1.45,+0.01%,0
01/09/2024,16743.27,16743.27,16611.53,16688.36,-28.11,-0.17%,0
01/08/2024,16618.51,16716.47,16517.49,16716.47,122.26,+0.74%,0
01/05/2024,16504.88,16645.89,16448.71,16594.21,-23.08,-0.14%,0
01/04/2024,16563.69,16626.84,16501.4,16617.29,78.9,+0.48%,0
01/03/2024,16771.35,16784.07,16479.92,16538.39,-230.97,-1.38%,0
01/02/2024,16828.75,16963.47,16648.8,16769.36,17.72,+0.11%,0
12/29/2023,16729.26,16758.53,16726.97,16751.64,50.09,+0.30%,0
12/28/2023,16780.95,16783.79,16688.52,16701.55,-40.52,-0.24%,0
12/27/2023,16727.77,16775.71,16697.58,16742.07,35.89,+0.21%,0
12/22/2023,16673.3,16735.32,16651.78,16706.18,18.76,+0.11%,0
12/21/2023,16667.31,16708.35,16624.16,16687.42,-45.63,-0.27%,0
12/20/2023,16779.41,16789.96,16694.56,16733.05,-11.36,-0.07%,0
12/19/2023,16657.44,16750.51,16656.64,16744.41,93.86,+0.56%,0
12/18/2023,16683.69,16744.27,16624.65,16650.55,-100.89,-0.60%,0
12/15/2023,16822.5,16890.11,16713.7,16751.44,-0.79,0.00%,0
12/14/2023,16948.79,17003.28,16670.35,16752.23,-13.82,-0.08%,0
12/13/2023,16811.56,16836.45,16760.12,16766.05,-25.69,-0.15%,0
12/12/2023,16823.01,16837.18,16753.81,16791.74,-2.69,-0.02%,0
12/11/2023,16760.59,16817.81,16734.27,16794.43,35.21,+0.21%,0
12/08/2023,16644.62,16782.72,16630.18,16759.22,130.23,+0.78%,0
12/07/2023,16623.89,16655.3,16595.11,16628.99,-27.45,-0.16%,0
12/06/2023,16565.65,16727.07,16536.12,16656.44,123.33,+0.75%,0
12/05/2023,16405.14,16551.34,16394.02,16533.11,128.35,+0.78%,0
12/04/2023,16390.17,16455.68,16386.8,16404.76,7.24,+0.04%,0
12/01/2023,16296.92,16399.06,16279.45,16397.52,182.09,+1.12%,0
11/30/2023,16204.74,16262.96,16169.11,16215.43,48.98,+0.30%,0
11/29/2023,16013.16,16208.97,16010.48,16166.45,173.78,+1.09%,0
11/28/2023,15939.19,15993.42,15915.4,15992.67,26.3,+0.16%,0
11/27/2023,16007.26,16039.42,15957.96,15966.37,-63.12,-0.39%,0
11/24/2023,15988.19,16041.17,15972.67,16029.49,34.76,+0.22%,0
11/23/2023,15976.62,16005.45,15958.06,15994.73,36.91,+0.23%,0
11/22/2023,15965.13,15998.41,15931.74,15957.82,57.29,+0.36%,0
11/21/2023,15911.02,15948.07,15891.31,15900.53,-0.8,-0.01%,0
11/20/2023,15915.24,15929.93,15854.82,15901.33,-17.83,-0.11%,0
11/17/2023,15828.78,15952.45,15826.67,15919.16,132.55,+0.84%,0
11/16/2023,15806.91,15862.09,15783.51,15786.61,38.44,+0.24%,0
11/15/2023,15631.67,15759.84,15628.19,15748.17,133.74,+0.86%,0
11/14/2023,15358.59,15632.44,15337.6,15614.43,269.43,+1.76%,0
11/13/2023,15285.12,15346.79,15252.27,15345,110.61,+0.73%,0
11/10/2023,15296.58,15309.52,15171.58,15234.39,-118.15,-0.77%,0
11/09/2023,15246.5,15364.49,15212.99,15352.54,122.94,+0.81%,0
11/08/2023,15093.48,15287.73,15086.41,15229.6,76.96,+0.51%,0
11/07/2023,15084.79,15194.53,15068.25,15152.64,16.67,+0.11%,0
11/06/2023,15219.32,15223.41,15110.84,15135.97,-53.28,-0.35%,0
11/03/2023,15203.8,15269.5,15149.72,15189.25,45.65,+0.30%,0
11/02/2023,15033.65,15202.43,15028.03,15143.6,220.33,+1.48%,0
11/01/2023,14851.96,14949.58,14786.32,14923.27,112.93,+0.76%,0
10/31/2023,14741.44,14829.62,14722.38,14810.34,93.8,+0.64%,0
10/30/2023,14770.95,14798,14678.73,14716.54,29.13,+0.20%,0
10/27/2023,14757.11,14824.29,14667.37,14687.41,-43.64,-0.30%,0
10/26/2023,14696.22,14795.41,14655.08,14731.05,-161.13,-1.08%,0
10/25/2023,14870.63,14933.69,14789.63,14892.18,12.24,+0.08%,0
10/24/2023,14802.52,14916.8,14750.32,14879.94,79.22,+0.54%,0
10/23/2023,14823.03,14838.01,14630.21,14800.72,2.25,+0.02%,0
10/20/2023,14872.02,14936.49,14798.47,14798.47,-246.76,-1.64%,0
10/19/2023,15060.65,15104.37,14984.59,15045.23,-49.68,-0.33%,0
10/18/2023,15244.05,15271.15,15081.69,15094.91,-156.78,-1.03%,0
10/17/2023,15211.29,15288.32,15117.24,15251.69,13.7,+0.09%,0
10/16/2023,15219.42,15271.51,15103.12,15237.99,51.33,+0.34%,0
10/13/2023,15400.09,15409.89,15178.07,15186.66,-238.37,-1.55%,0
10/12/2023,15537.87,15575.28,15413.2,15425.03,-34.98,-0.23%,0
10/11/2023,15366.78,15486.11,15361.74,15460.01,36.49,+0.24%,0
10/10/2023,15272.57,15443.45,15272.57,15423.52,295.41,+1.95%,0
10/09/2023,15143.29,15201.06,15077.66,15128.11,-101.66,-0.67%,0
10/06/2023,15109.16,15230.89,15033.55,15229.77,159.55,+1.06%,0
10/05/2023,15113.94,15157.7,15048.42,15070.22,-29.7,-0.20%,0
10/04/2023,14979.81,15174.63,14948.08,15099.92,14.71,+0.10%,0
10/03/2023,15184.49,15257.86,15074.85,15085.21,-162.,-1.06%,0
10/02/2023,15439.96,15476.38,15192.01,15247.21,-139.37,-0.91%,0
09/29/2023,15394.82,15515.99,15382.56,15386.58,63.08,+0.41%,0
09/28/2023,15229.1,15323.73,15138.66,15323.5,106.05,+0.70%,0
09/27/2023,15225.58,15299.68,15194.68,15217.45,-38.42,-0.25%,0
09/26/2023,15330.91,15360.43,15229.35,15255.87,-149.62,-0.97%,0
09/25/2023,15513.32,15572.14,15329.4,15405.49,-151.8,-0.98%,0
09/22/2023,15473.8,15592.27,15471.75,15557.29,-14.57,-0.09%,0
09/21/2023,15650.98,15696.66,15548.69,15571.86,-209.73,-1.33%,0
09/20/2023,15703.09,15810.36,15699.34,15781.59,117.11,+0.75%,0
09/19/2023,15688.07,15743.9,15630.94,15664.48,-62.64,-0.40%,0
09/18/2023,15858.81,15870.62,15693.87,15727.12,-166.41,-1.05%,0
09/15/2023,15940.39,15989.3,15871.17,15893.53,88.24,+0.56%,0
09/14/2023,15652.41,15824.06,15588.12,15805.29,151.26,+0.97%,0
09/13/2023,15648.92,15726.6,15564.64,15654.03,-61.5,-0.39%,0
09/12/2023,15804.08,15808.38,15686.34,15715.53,-85.46,-0.54%,0
09/11/2023,15799.42,15867.57,15771.07,15800.99,60.69,+0.39%,0
09/08/2023,15777.56,15783.38,15577.04,15740.3,21.64,+0.14%,0
09/07/2023,15661.66,15794.72,15661.38,15718.66,-22.71,-0.14%,0
09/06/2023,15712.59,15781.89,15676.51,15741.37,-30.34,-0.19%,0
09/05/2023,15729.78,15838.44,15691.49,15771.71,-53.14,-0.34%,0
09/04/2023,15904.63,15958.74,15795.97,15824.85,-15.49,-0.10%,0
09/01/2023,15936.34,15984.59,15840.25,15840.34,-106.74,-0.67%,0
08/31/2023,15937.39,16042.66,15914.43,15947.08,55.15,+0.35%,0
08/30/2023,15956.92,15960.4,15823.33,15891.93,-38.95,-0.24%,0
08/29/2023,15844.76,15942.12,15805.42,15930.88,138.27,+0.88%,0
08/28/2023,15756.47,15804.95,15673.89,15792.61,160.79,+1.03%,0
08/25/2023,15582.95,15739.78,15578.97,15631.82,10.33,+0.07%,0
08/24/2023,15876.22,15896.74,15618.69,15621.49,-106.92,-0.68%,0
08/23/2023,15761.25,15820.95,15672.43,15728.41,22.79,+0.15%,0
08/22/2023,15684.64,15799.34,15677.44,15705.62,102.34,+0.66%,0
08/21/2023,15573.95,15710.21,15571.82,15603.28,29.02,+0.19%,0
08/18/2023,15597.12,15612.88,15468.65,15574.26,-102.64,-0.65%,0
08/17/2023,15712.94,15793.53,15664.3,15676.9,-112.55,-0.71%,0
08/16/2023,15737.02,15814.66,15725.1,15789.45,22.17,+0.14%,0
08/15/2023,15909.57,15923.13,15703.03,15767.28,-136.97,-0.86%,0
08/14/2023,15818.21,15937.78,15817.59,15904.25,72.08,+0.46%,0
08/11/2023,15927.79,15962.45,15803.08,15832.17,-164.35,-1.03%,0
08/10/2023,15921.42,16060.27,15880.41,15996.52,143.94,+0.91%,0
08/09/2023,15918.06,15983.78,15831.08,15852.58,77.65,+0.49%,0
08/08/2023,15868.31,15946.57,15706.31,15774.93,-175.83,-1.10%,0
08/07/2023,15877.54,15962.61,15824.78,15950.76,-1.1,-0.01%,0
08/04/2023,15917.01,15973.96,15784.52,15951.86,58.48,+0.37%,0
08/03/2023,15879.03,15920.32,15807.85,15893.38,-126.64,-0.79%,0
08/02/2023,16027.65,16140.76,15955.31,16020.02,-220.38,-1.36%,0
08/01/2023,16414.79,16430.66,16240.4,16240.4,-206.43,-1.26%,0
07/31/2023,16434.66,16528.97,16427.47,16446.83,-22.92,-0.14%,0
07/28/2023,16356.38,16490.13,16336.42,16469.75,63.72,+0.39%,0
07/27/2023,16162.16,16408.8,16131.64,16406.03,274.57,+1.70%,0
07/26/2023,16183.7,16212.91,16000.04,16131.46,-80.13,-0.49%,0
07/25/2023,16169.75,16225.89,16135.6,16211.59,20.64,+0.13%,0
07/24/2023,16126.71,16208.76,16121.27,16190.95,13.73,+0.08%,0
07/21/2023,16125.21,16181.34,16103.48,16177.22,-27.,-0.17%,0
07/20/2023,16059.22,16211.43,16050.98,16204.22,95.29,+0.59%,0
07/19/2023,16190,16240.79,16075.17,16108.93,-16.56,-0.10%,0
07/18/2023,16042.03,16140.2,16031.07,16125.49,56.84,+0.35%,0
07/17/2023,16013.52,16102.51,15995.45,16068.65,-36.42,-0.23%,0
07/14/2023,16123.13,16149.12,16071.74,16105.07,-35.96,-0.22%,0
07/13/2023,16009.26,16185.11,16000.38,16141.03,118.03,+0.74%,0
07/12/2023,15842.26,16044.28,15806.28,16023,232.66,+1.47%,0
07/11/2023,15716.26,15807.66,15659.1,15790.34,117.18,+0.75%,0
07/10/2023,15585.34,15722.03,15545.33,15673.16,69.76,+0.45%,0
07/07/2023,15515,15661.41,15456.16,15603.4,74.86,+0.48%,0
07/06/2023,15816.11,15846.25,15495.84,15528.54,-409.04,-2.57%,0
07/05/2023,15930.16,15982.96,15901.39,15937.58,-101.59,-0.63%,0
07/04/2023,16082.93,16103.95,16023.72,16039.17,-41.87,-0.26%,0
07/03/2023,16187.91,16209.29,16070.49,16081.04,-66.86,-0.41%,0
06/30/2023,15989.43,16176.55,15978.9,16147.9,201.18,+1.26%,0
06/29/2023,15960.47,15998.67,15920.04,15946.72,-2.28,-0.01%,0
06/28/2023,15922.71,15994.31,15906.88,15949,102.14,+0.64%,0
06/27/2023,15873.73,15895.7,15758.13,15846.86,33.8,+0.21%,0
06/26/2023,15874.15,15874.9,15713.7,15813.06,-16.88,-0.11%,0
06/23/2023,15862.79,15917.14,15733.12,15829.94,-158.22,-0.99%,0
06/22/2023,15867.65,15988.21,15810.48,15988.16,-34.97,-0.22%,0
06/21/2023,16082.75,16145.29,16002.27,16023.13,-88.19,-0.55%,0
06/20/2023,16100.29,16184.3,16069.1,16111.32,-89.88,-0.55%,0
06/19/2023,16272.21,16302.29,16189.57,16201.2,-156.43,-0.96%,0
06/16/2023,16306.63,16427.42,16276.79,16357.63,67.51,+0.41%,0
06/15/2023,16275.73,16301.73,16165.66,16290.12,-20.67,-0.13%,0
06/14/2023,16219.09,16336.27,16217.45,16310.79,80.11,+0.49%,0
06/13/2023,16218.2,16232.7,16088.47,16230.68,132.81,+0.83%,0
06/12/2023,16052.91,16126.3,16021.55,16097.87,148.03,+0.93%,0
06/09/2023,15993.02,15998.9,15924.51,15949.84,-40.12,-0.25%,0
06/08/2023,15951.61,16019,15913.95,15989.96,29.4,+0.18%,0
06/07/2023,15998.1,16020.28,15909.85,15960.56,-31.88,-0.20%,0
06/06/2023,15939.31,16009.28,15925.56,15992.44,28.55,+0.18%,0
06/05/2023,16079.86,16114.84,15928.44,15963.89,-87.34,-0.54%,0
06/02/2023,15949.04,16071.32,15922.61,16051.23,197.57,+1.25%,0
06/01/2023,15744.01,15863.41,15734.86,15853.66,189.64,+1.21%,0
05/31/2023,15757.43,15871.7,15629.12,15664.02,-244.89,-1.54%,0
05/30/2023,15962.31,16058.43,15889.46,15908.91,-43.82,-0.27%,0
05/29/2023,16064.13,16079.73,15925.22,15952.73,-31.24,-0.20%,0
05/26/2023,15850.09,16008.59,15726.74,15983.97,190.17,+1.20%,0
05/25/2023,15872.46,15872.6,15726.5,15793.8,-48.33,-0.31%,0
05/24/2023,16008.52,16013.29,15802.86,15842.13,-310.73,-1.92%,0
05/23/2023,16186.44,16224.32,16143.98,16152.86,-71.13,-0.44%,0
05/22/2023,16235.98,16267.93,16196.36,16223.99,-51.39,-0.32%,0
05/19/2023,16233.11,16331.94,16203.6,16275.38,112.02,+0.69%,0
05/18/2023,16069.42,16230.44,16069.42,16163.36,212.06,+1.33%,0
05/17/2023,15883.61,15992.77,15862.15,15951.3,53.37,+0.34%,0
05/16/2023,15892.78,15968.41,15862.37,15897.93,-19.31,-0.12%,0
05/15/2023,15966.96,15982.1,15874.24,15917.24,3.42,+0.02%,0
05/12/2023,15918.25,15938.01,15852.1,15913.82,78.91,+0.50%,0
05/11/2023,15943.85,15970.54,15754.76,15834.91,-61.32,-0.39%,0
05/10/2023,15973.38,15984.82,15848.69,15896.23,-59.25,-0.37%,0
05/09/2023,15950.89,15962.62,15879.56,15955.48,2.65,+0.02%,0
05/08/2023,15967.57,15996.16,15933.69,15952.83,-8.19,-0.05%,0
05/05/2023,15837.44,15961.54,15755.97,15961.02,226.78,+1.44%,0
05/04/2023,15781.46,15796.71,15662.32,15734.24,-80.82,-0.51%,0
05/03/2023,15774.02,15868.88,15745.98,15815.06,88.12,+0.56%,0
05/02/2023,15950.36,16011.56,15707.55,15726.94,-195.44,-1.23%,0
04/28/2023,15884.79,15922.38,15688.17,15922.38,121.93,+0.77%,0
04/27/2023,15739.35,15859.25,15706.69,15800.45,4.72,+0.03%,0
04/26/2023,15804.5,15826.02,15694.36,15795.73,-76.4,-0.48%,0
04/25/2023,15836.79,15891.73,15794.81,15872.13,8.18,+0.05%,0
04/24/2023,15852.27,15919.11,15831.1,15863.95,-17.71,-0.11%,0
04/21/2023,15782.58,15899.62,15706.83,15881.66,85.69,+0.54%,0
04/20/2023,15864.15,15883.31,15734.25,15795.97,-99.23,-0.62%,0
04/19/2023,15850.52,15908.47,15829.55,15895.2,12.53,+0.08%,0
04/18/2023,15841.5,15916.28,15802.75,15882.67,93.14,+0.59%,0
04/17/2023,15838.89,15903.25,15764.38,15789.53,-17.97,-0.11%,0
04/14/2023,15789.78,15841.47,15760.32,15807.5,78.04,+0.50%,0
04/13/2023,15708.21,15754.99,15675.15,15729.46,25.86,+0.16%,0
04/12/2023,15689.14,15827.28,15668.2,15703.6,48.43,+0.31%,0
04/11/2023,15710.45,15726.02,15625.79,15655.17,57.28,+0.37%,0
04/06/2023,15530.2,15601.49,15509.09,15597.89,77.72,+0.50%,0
04/05/2023,15611.68,15627.29,15482.88,15520.17,-83.3,-0.53%,0
04/04/2023,15639.02,15736.56,15601.4,15603.47,22.55,+0.14%,0
04/03/2023,15623.45,15659.35,15553.9,15580.92,-47.92,-0.31%,0
03/31/2023,15568.37,15659.06,15499.84,15628.84,106.44,+0.69%,0
03/30/2023,15429.38,15536.42,15424.69,15522.4,193.62,+1.26%,0
03/29/2023,15242.52,15342.27,15186.75,15328.78,186.76,+1.23%,0
03/28/2023,15255.93,15261.49,15103.76,15142.02,14.34,+0.09%,0
03/27/2023,15133.68,15185.35,15020.07,15127.68,170.45,+1.14%,0
03/24/2023,15135.5,15135.65,14809.82,14957.23,-253.16,-1.66%,0
03/23/2023,15178.25,15244.32,15078.72,15210.39,-5.8,-0.04%,0
03/22/2023,15174.67,15298.49,15166.95,15216.19,20.85,+0.14%,0
03/21/2023,15062.06,15253.1,15055.93,15195.34,261.96,+1.75%,0
03/20/2023,14715.4,14980.43,14458.39,14933.38,165.18,+1.12%,0
03/17/2023,15073.76,15153.11,14694.26,14768.2,-198.9,-1.33%,0
03/16/2023,14973.84,15018.31,14664.17,14967.1,231.84,+1.57%,0
03/15/2023,15175.44,15246.17,14702.91,14735.26,-497.57,-3.27%,0
03/14/2023,15016.53,15272.11,14951.71,15232.83,273.36,+1.83%,0
03/13/2023,15435.16,15435.81,14887.44,14959.47,-468.5,-3.04%,0
03/10/2023,15369.67,15495.87,15316.38,15427.97,-205.24,-1.31%,0
03/09/2023,15619.75,15667.05,15535.13,15633.21,1.34,+0.01%,0
03/08/2023,15528.81,15667.21,15524.85,15631.87,72.34,+0.46%,0
03/07/2023,15638.44,15706.37,15544.07,15559.53,-94.05,-0.60%,0
03/06/2023,15597.9,15677.93,15587.78,15653.58,75.19,+0.48%,0
03/03/2023,15430.66,15590.44,15409.99,15578.39,250.75,+1.64%,0
03/02/2023,15171.07,15329.29,15150.67,15327.64,22.62,+0.15%,0
03/01/2023,15399.91,15478.84,15254.11,15305.02,-60.12,-0.39%,0
02/28/2023,15299.79,15443.17,15289.43,15365.14,-16.29,-0.11%,0
02/27/2023,15351.63,15481.06,15351.63,15381.43,171.69,+1.13%,0
02/24/2023,15501.82,15530.46,15162.48,15209.74,-265.95,-1.72%,0
02/23/2023,15453.29,15552.77,15433.97,15475.69,75.8,+0.49%,0
02/22/2023,15342.6,15408.58,15247.5,15399.89,2.27,+0.01%,0
02/21/2023,15450.62,15470.52,15286.71,15397.62,-79.93,-0.52%,0
02/20/2023,15524.16,15532.44,15436.79,15477.55,-4.45,-0.03%,0
02/17/2023,15372.06,15514.72,15300.42,15482,-51.64,-0.33%,0
02/16/2023,15612.43,15634.04,15417.17,15533.64,27.3,+0.18%,0
02/15/2023,15394.44,15520.39,15388.85,15506.34,125.78,+0.82%,0
02/14/2023,15419,15526.28,15366.37,15380.56,-16.78,-0.11%,0
02/13/2023,15322.06,15409.27,15305.94,15397.34,89.36,+0.58%,0
02/10/2023,15438.94,15487.98,15246.39,15307.98,-215.44,-1.39%,0
02/09/2023,15560.15,15658.56,15519.63,15523.42,111.37,+0.72%,0
02/08/2023,15450.67,15486.13,15371.93,15412.05,91.17,+0.60%,0
02/07/2023,15359.59,15363.41,15273.6,15320.88,-25.03,-0.16%,0
02/06/2023,15367.04,15406.93,15275.57,15345.91,-130.52,-0.84%,0
02/03/2023,15408.4,15476.67,15347.86,15476.43,-32.76,-0.21%,0
02/02/2023,15275,15520.97,15264.31,15509.19,328.45,+2.16%,0
02/01/2023,15125.12,15222.34,15107.83,15180.74,52.47,+0.35%,0
01/31/2023,15081.17,15136.22,14993.59,15128.27,2.19,+0.01%,0
01/30/2023,15070.3,15161.07,14988.98,15126.08,-23.95,-0.16%,0
01/27/2023,15115.75,15186.49,15077.62,15150.03,17.18,+0.11%,0
01/26/2023,15146.29,15151.54,15068.72,15132.85,51.21,+0.34%,0
01/25/2023,15095.72,15114.41,14969.65,15081.64,-11.47,-0.08%,0
01/24/2023,15140.5,15147.45,15022.55,15093.11,-9.84,-0.07%,0
01/23/2023,15077.4,15145.9,15022.83,15102.95,69.39,+0.46%,0
01/20/2023,14986.52,15034.43,14940.68,15033.56,113.2,+0.76%,0
01/19/2023,15115.55,15134.07,14906.27,14920.36,-261.44,-1.72%,0
01/18/2023,15182.95,15250.36,15156.89,15181.8,-5.27,-0.03%,0
01/17/2023,15130.03,15269.71,15083.95,15187.07,53.03,+0.35%,0
01/16/2023,15112.05,15153.19,15083.94,15134.04,47.52,+0.31%,0
01/13/2023,15063.21,15132.37,15041.16,15086.52,28.22,+0.19%,0
01/12/2023,14972.28,15095.03,14934.51,15058.3,110.39,+0.74%,0
01/11/2023,14805.4,14965.47,14794.99,14947.91,173.31,+1.17%,0
01/10/2023,14741.97,14790.82,14692.74,14774.6,-18.23,-0.12%,0
01/09/2023,14650.73,14832.89,14628.61,14792.83,182.81,+1.25%,0
01/06/2023,14476.72,14610.23,14388.98,14610.02,173.71,+1.20%,0
01/05/2023,14451.23,14501.6,14403.73,14436.31,-54.47,-0.38%,0
01/04/2023,14266.98,14492.78,14264.6,14490.78,309.11,+2.18%,0
01/03/2023,14116.07,14293.87,14083.76,14181.67,112.41,+0.80%,0
01/02/2023,13992.71,14095.91,13976.44,14069.26,145.67,+1.05%,0
12/30/2022,14005.84,14008.97,13922.55,13923.59,-148.13,-1.05%,0
12/29/2022,13890.81,14071.72,13871.32,14071.72,146.12,+1.05%,0
12/28/2022,14013.72,14018.47,13914.62,13925.6,-69.5,-0.50%,0
12/27/2022,14047.42,14063.14,13966.35,13995.1,54.17,+0.39%,0
12/23/2022,13945.59,14000.68,13874.5,13940.93,26.86,+0.19%,0
12/22/2022,14113.01,14160.87,13890.54,13914.07,-183.75,-1.30%,0
12/21/2022,13944.69,14099.75,13912.17,14097.82,213.16,+1.54%,0
12/20/2022,13829.9,13931.29,13791.52,13884.66,-58.21,-0.42%,0
12/19/2022,13934.75,14001.37,13927.05,13942.87,49.8,+0.36%,0
12/16/2022,13978.44,14011.26,13815.24,13893.07,-93.16,-0.67%,0
12/15/2022,14351.31,14363.12,13982.59,13986.23,-473.97,-3.28%,0
12/14/2022,14453.54,14470.74,14375.95,14460.2,-37.69,-0.26%,0
12/13/2022,14345.88,14675.84,14302.49,14497.89,191.26,+1.34%,0
12/12/2022,14300.43,14366.39,14262.6,14306.63,-64.09,-0.45%,0
12/09/2022,14325.8,14385.57,14217.96,14370.72,106.16,+0.74%,0
12/08/2022,14277.75,14298.81,14196.77,14264.56,3.37,+0.02%,0
12/07/2022,14304.95,14372.35,14218.18,14261.19,-82.,-0.57%,0
12/06/2022,14406.87,14471.5,14305.26,14343.19,-104.42,-0.72%,0
12/05/2022,14487.43,14507.16,14394.37,14447.61,-81.78,-0.56%,0
12/02/2022,14465.7,14584.59,14372.42,14529.39,39.09,+0.27%,0
12/01/2022,14543.8,14563.7,14423.79,14490.3,93.26,+0.65%,0
11/30/2022,14429.22,14487.7,14363.32,14397.04,41.59,+0.29%,0
11/29/2022,14404.67,14429.87,14327.04,14355.45,-27.91,-0.19%,0
11/28/2022,14471.1,14514.73,14374.15,14383.36,-158.02,-1.09%,0
11/25/2022,14547.58,14571.66,14498.05,14541.38,1.82,+0.01%,0
11/24/2022,14456.15,14570.71,14447.55,14539.56,111.97,+0.78%,0
11/23/2022,14438.2,14446.33,14363.51,14427.59,5.24,+0.04%,0
11/22/2022,14352.54,14485.49,14343.8,14422.35,42.42,+0.29%,0
11/21/2022,14395.53,14425.95,14321.84,14379.93,-51.93,-0.36%,0
11/18/2022,14320.61,14457.76,14300.21,14431.86,165.48,+1.16%,0
11/17/2022,14348.46,14384.54,14149.7,14266.38,32.35,+0.23%,0
11/16/2022,14374.86,14382.62,14195.31,14234.03,-144.48,-1.00%,0
11/15/2022,14372.42,14440.78,14266.42,14378.51,65.21,+0.46%,0
